Recombinant Node ID	Breakpoint Interval 1	Breakpoint Interval 2	Recombinant Ranking	Donor Node ID	Donor Clade	Donor Lineage	Acceptor Node ID	Acceptor Clade	Acceptor Lineage
node_33664	(241,3294)	(28378,29742)	1.05556	node_33619	21I (Delta)	AY.68	node_22514	21A (Delta)	B.1.617.2
node_361442	(106,174)	(19220,23758)	0.904762	node_360634	21J (Delta)	AY.20	node_540975	21J (Delta)	AY.100
node_374262	(241,535)	(25521,29742)	2.11111	node_374197	21J (Delta)	AY.127	node_374925	21J (Delta)	AY.127
node_380482	(466,1900)	(28386,29072)	3.8	node_380474	21J (Delta)	AY.127	node_299016	21J (Delta)	AY.103
node_390467	(21851,23604)	(27874,29422)	3.16667	node_358795	21J (Delta)	AY.20	node_409329	21J (Delta)	AY.25.1
node_393996	(19983,25473)	(27534,29774)	0.678571	node_395483	21J (Delta)	AY.25.1	node_393855	21J (Delta)	AY.25.1
node_440420	(25925,26767)	(27874,28881)	1.35714	node_119126	21A (Delta)	B.1.617.2	node_440419	21J (Delta)	AY.25
node_450198	(0,884)	(15451,16466)	3.16667	node_621402	21J (Delta)	AY.33	node_19144	20A	B.1
node_450802	(18150,25904)	(28461,29903)	0.542857	node_450549	21J (Delta)	B.1.617.2	node_641450	21J (Delta)	AY.128
node_458273	(241,4752)	(25690,29742)	3.16667	node_458193	21J (Delta)	AY.43	node_459462	21J (Delta)	AY.43
node_459515	(241,6070)	(26767,29742)	3.16667	node_459514	21J (Delta)	AY.43	node_506129	21J (Delta)	AY.43
node_459541	(241,6679)	(21618,29742)	3.16667	node_500693	21J (Delta)	AY.43	node_459462	21J (Delta)	AY.43
node_459549	(4201,4543)	(27074,29742)	2.11111	node_477966	21J (Delta)	AY.43	node_477937	21J (Delta)	AY.43
node_460551	(23664,26567)	(29402,29903)	1.26667	node_497698	21J (Delta)	AY.43	node_460337	21J (Delta)	AY.43
node_460766	(559,4455)	(19955,21618)	3.8	node_491110	21J (Delta)	AY.43.3	node_460765	21J (Delta)	AY.43
node_464913	(18804,25469)	(27883,28299)	1.35714	node_206940	21J (Delta)	AY.44	node_459072	21J (Delta)	AY.43
node_470982	(203,4776)	(18744,25049)	0.678571	node_470939	21J (Delta)	AY.43	node_511553	21J (Delta)	AY.43
node_480868	(24794,26197)	(28461,29903)	3.8	node_811790	21J (Delta)	AY.4	node_480608	21J (Delta)	AY.43
node_505380	(25345,25690)	(26497,28299)	1.9	node_281397	21J (Delta)	AY.103	node_498574	21J (Delta)	AY.43
node_524589	(8501,8668)	(10471,12525)	1.1875	node_524666	21J (Delta)	AY.106	node_523934	21J (Delta)	AY.106
node_524952	(26022,27527)	(29700,29903)	1.35714	node_159210	21J (Delta)	AY.122	node_524951	21J (Delta)	AY.106
node_529199	(27723,28007)	(29402,29697)	1.46154	node_705830	21J (Delta)	B.1.617.2	node_529107	21J (Delta)	AY.101
node_541780	(10687,11201)	(23604,24130)	3.16667	node_1003838	21J (Delta)	B.1.617.2	node_541779	21J (Delta)	AY.100
node_541781	(4285,4285)	(11332,14408)	3.8	node_553127	21J (Delta)	AY.100	node_541780	21J (Delta)	AY.100
node_541809	(0,1820)	(25584,27638)	1.72727	node_553361	21J (Delta)	AY.100	node_541808	21J (Delta)	AY.100
node_565650	(10691,11962)	(21204,25413)	2.71429	node_191862	21J (Delta)	AY.45	node_566743	21J (Delta)	AY.116.1
node_568711	(8986,9683)	(26767,28881)	1.9	node_568710	21J (Delta)	AY.126	node_1003745	21J (Delta)	B.1.617.2
node_568804	(8986,10029)	(25439,26767)	2.71429	node_568803	21J (Delta)	AY.126	node_596162	21J (Delta)	B.1.617.2
node_584249	(22432,23389)	(28948,29402)	3.16667	node_584247	21J (Delta)	AY.117	node_631252	21J (Delta)	B.1.617.2
node_585244	(210,1559)	(28708,28881)	3.8	node_585243	21J (Delta)	AY.117	node_1003511	21J (Delta)	B.1.617.2
node_596034	(0,210)	(15451,16466)	2.71429	node_596032	21J (Delta)	B.1.617.2	node_1003687	21J (Delta)	B.1.617.2
node_596076	(23116,25452)	(28891,29903)	3.16667	node_706393	21J (Delta)	B.1.617.2	node_596071	21J (Delta)	B.1.617.2
node_620356	(13188,13920)	(15372,15451)	0.633333	node_388698	21J (Delta)	AY.78	node_620353	21J (Delta)	B.1.617.2
node_620369	(8986,9559)	(28007,28916)	3.16667	node_528128	21J (Delta)	B.1.617.2	node_620178	21J (Delta)	B.1.617.2
node_620381	(210,7124)	(14960,25469)	0.76	node_120069	21A (Delta)	B.1.617.2	node_620203	21J (Delta)	B.1.617.2
node_629923	(20057,26767)	(29543,29736)	3.8	node_630344	21J (Delta)	AY.112.2	node_629922	21J (Delta)	AY.112.2
node_630828	(8014,11418)	(13724,15714)	3.8	node_1004221	21A (Delta)	B.1.617.2	node_630827	21J (Delta)	AY.112
node_634322	(17403,19220)	(22624,23284)	3.8	node_719025	21J (Delta)	AY.3	node_634319	21J (Delta)	B.1.617.2
node_635387	(6037,8106)	(25469,25540)	3.16667	node_121585	21J (Delta)	AY.122	node_570916	21J (Delta)	AY.126
node_63909	(3229,3824)	(27345,27718)	1.26667	node_63908	21I (Delta)	AY.26	node_652069	21J (Delta)	AY.29
node_689002	(0,1843)	(14622,15243)	1.72727	node_186732	21J (Delta)	B.1.617.2	node_688832	21J (Delta)	AY.121
node_689031	(13162,13168)	(28396,29903)	1.72727	node_689029	21J (Delta)	AY.121	node_911111	21J (Delta)	AY.4.2
node_705204	(3031,3888)	(24364,27549)	1.9	node_705148	21J (Delta)	B.1.617.2	node_494891	21J (Delta)	AY.43
node_705670	(5184,6402)	(26767,28882)	0.0415755	node_1003525	21J (Delta)	B.1.617.2	node_894723	21J (Delta)	AY.4
node_705707	(19220,21618)	(23403,24506)	2.71429	node_1003670	21J (Delta)	B.1.617.2	node_705706	21J (Delta)	B.1.617.2
node_717584	(0,906)	(26767,27638)	3.8	node_717583	21J (Delta)	AY.3	node_714207	21J (Delta)	AY.3
node_743210	(0,241)	(17373,25801)	3.8	node_743194	21J (Delta)	AY.3	node_180522	21J (Delta)	AY.122
node_760341	(0,2281)	(26010,27604)	1.9	node_760340	21J (Delta)	AY.39	node_760012	21J (Delta)	AY.39
node_760342	(20578,21372)	(22917,25676)	2.11111	node_762373	21J (Delta)	AY.39	node_760341	21J (Delta)	AY.39
node_776662	(3686,9053)	(27604,28881)	1.9	node_582718	21J (Delta)	B.1.617.2	node_292276	21J (Delta)	AY.103
node_778437	(27131,27874)	(29348,29903)	3.16667	node_127262	21J (Delta)	AY.122	node_778436	21J (Delta)	B.1.617.2
node_779086	(9891,11418)	(29427,29903)	2.11111	node_107993	21I (Delta)	B.1.617.2	node_119882	21A (Delta)	B.1.617.2
node_781561	(4181,6402)	(13019,14030)	0.542857	node_781559	21J (Delta)	B.1.617.2	node_59697	21I (Delta)	AY.9
node_781575	(4181,6402)	(11514,13019)	2.11111	node_1004159	21A (Delta)	B.1.617.2	node_59697	21I (Delta)	AY.9
node_781616	(4181,7418)	(26107,26786)	3.8	node_447968	21J (Delta)	AY.25	node_781480	21J (Delta)	B.1.617.2
node_786587	(241,1389)	(27638,29742)	3.16667	node_786586	21J (Delta)	AY.46.6	node_1002864	21J (Delta)	AY.120
node_788464	(18585,18589)	(22917,29903)	2.375	node_883540	21J (Delta)	AY.4	node_788463	21J (Delta)	AY.46.6
node_792708	(19289,19291)	(22917,23011)	3.8	node_492132	21J (Delta)	AY.43	node_792707	21J (Delta)	AY.46.6
node_802717	(7163,7488)	(26187,29903)	3.8	node_802716	21J (Delta)	AY.4	node_802663	21J (Delta)	AY.4
node_807972	(241,6352)	(26146,29742)	3.8	node_807970	21J (Delta)	AY.4	node_352500	21J (Delta)	AY.36
node_814125	(14322,20930)	(25003,28242)	0.358491	node_1003125	21J (Delta)	AY.120	node_813981	21J (Delta)	AY.4
node_816188	(241,835)	(27638,29696)	3.16667	node_816169	21J (Delta)	AY.4	node_1002864	21J (Delta)	AY.120
node_833296	(4447,7252)	(23943,29903)	2.71429	node_833295	21J (Delta)	AY.4.5	node_830875	21J (Delta)	AY.4.5
node_833366	(4975,6310)	(10977,16541)	3.8	node_789322	21J (Delta)	AY.46.6	node_833345	21J (Delta)	AY.4.5
node_833540	(14882,18406)	(20457,25337)	1	node_833269	21J (Delta)	AY.4.5	node_833536	21J (Delta)	AY.4.5
node_833574	(4261,7252)	(27527,29236)	3.8	node_833536	21J (Delta)	AY.4.5	node_171896	21J (Delta)	AY.122
node_839857	(21342,24583)	(28815,29903)	3.8	node_970497	21J (Delta)	AY.4	node_839856	21J (Delta)	AY.4
node_85012	(11514,13019)	(29738,29903)	2.71429	node_85011	21I (Delta)	AY.75	node_1004574	21A (Delta)	B.1.617.2
node_881410	(241,1408)	(21618,29742)	1.9	node_881402	21J (Delta)	AY.4	node_460909	21J (Delta)	AY.43
node_89154	(22801,23403)	(28895,29738)	0.5	node_305279	21J (Delta)	AY.103	node_89129	21I (Delta)	AY.75
node_89617	(11514,14028)	(27005,29903)	2.71429	node_89616	21I (Delta)	AY.65	node_93251	21I (Delta)	B.1.617.2
node_898049	(0,805)	(4237,8299)	0.904762	node_966038	21J (Delta)	AY.4	node_897553	21J (Delta)	AY.4.2.2
node_90665	(4181,5184)	(29402,29734)	2.71429	node_90662	21I (Delta)	B.1.617.2	node_944908	21J (Delta)	AY.4
node_911977	(22227,25549)	(27900,29903)	0.0892019	node_825412	21J (Delta)	AY.4	node_910827	21J (Delta)	AY.4.2
node_916717	(7820,13210)	(16466,18264)	0.95	node_958285	21J (Delta)	AY.4	node_916696	21J (Delta)	AY.4.2
node_93747	(11332,19220)	(29427,29903)	1.72727	node_779081	21J (Delta)	B.1.617.2	node_93684	21I (Delta)	B.1.617.2
node_937751	(12073,15346)	(20309,24334)	3.16667	node_827521	21J (Delta)	AY.4	node_937721	21J (Delta)	AY.4
node_947986	(20134,22858)	(27630,29392)	2.71429	node_941325	21J (Delta)	AY.4	node_947951	21J (Delta)	AY.4
node_976179	(14408,16056)	(27752,29903)	1.72727	node_522372	21J (Delta)	B.1.617.2	node_254209	21J (Delta)	AY.44
node_995373	(23996,25521)	(28744,29688)	3.8	node_530147	21J (Delta)	B.1.617.2	node_995372	21J (Delta)	B.1.617.2
node_995396	(614,4510)	(26054,26933)	1.72727	node_995395	21J (Delta)	B.1.617.2	node_821456	21J (Delta)	AY.4
node_9959	(3037,12778)	(23525,28512)	3.8	node_2462737	20B	B.1.1	node_14774	20A	B.1
node_999369	(0,112)	(23601,25003)	3.8	node_999368	21J (Delta)	AY.120	node_261448	21J (Delta)	B.1.617.2
